hotel_name,info_title,info_content,ido,keido,hotel_id,hotel_url
アパホテル〈新橋 御成門〉,5駅7路線利用可能、雲に浮かぶ寝心地のベッドで快眠,交通至便な立地にある当ホテルは、JR新橋駅をはじめ5駅7路線からアクセス可能で、都内どこへ行くにも便利です。客室では、シーリー社と共同開発した「CloudFit」のベッドをご用意。雲に浮かぶような寝心地で、身体を包み込む感覚が快眠をお約束します。また、自動チェックイン機を導入しており、アパホテル会員なら待ち時間なくスムーズにチェックインが可能です。さらに、エクスプレスチェックアウトポストを利用すれば、追加精算がないお客様はルームキーをポストに入れるだけで簡単にチェックアウトができます。広さ23平米のデラックスツインルームもご用意しております。,35.661406,139.755285,00080729,https://travel.yahoo.co.jp/00080729/
コンラッド東京,和モダンとワールドクラスサービスの融合,洗練と温かさ、格式と和モダンの融合。東京湾のウォーターフロントから絶景を望む、都心のラグジュアリーホテル。高さ約3mの大きな窓を配した客室からは、東京湾やダイナミックな高層ビル群など都心の景観を一望。最上階のエグゼクティブラウンジではパノラミックな眺望とともにアフタヌーンティーやイブニングカクテルなどをお楽しみいただけます。銀座や新橋へは徒歩圏内。東京駅まで10分、羽田空港まで25分と各方面へのアクセスも至便。コンラッドホテルズの洗練されたホスピタリティにて格式あふれる寛ぎをご満喫ください。,35.663227,139.761789,00000943,https://travel.yahoo.co.jp/00000943/
アルモントイン東京日本橋,都心の温もりと便利さ、5分で心地よい東京滞在,都心に位置し、東京メトロ日比谷･東西線茅場町駅、半蔵門線水天宮前駅から徒歩約5分というアクセスの良さが魅力の宿。ビジネスや観光に最適な立地で、羽田・成田空港からのリムジンバスも利用可能です。全室禁煙でWi-Fiと空気清浄加湿器を完備、セミダブルベットの採用により快適な休息を提供します。フロント・ロビーは清潔感あふれ、スタッフが笑顔でお出迎え。また、無料の軽朝食サービスや24時間利用可能な挽き立てのコーヒーなどもご好評いただいております。,35.68184,139.782187,00080448,https://travel.yahoo.co.jp/00080448/
ホテルローズガーデン新宿,新宿の洗練された空間、最新設備と充実の施設でくつろぎを,新都心新宿に位置し、JR新宿駅西口から徒歩10分、地下鉄西新宿駅から徒歩1分とアクセス抜群の宿。本館・新館共に快適なベッドや大型液晶TV、Wi-Fi接続無料など充実の設備が整っております。また、館内にはレストランや宴会場、会議室も完備しておりますので、ビジネスや観光の拠点として最適です。,35.694452,139.693706,00081678,https://travel.yahoo.co.jp/00081678/
パールホテル新宿曙橋,新宿線曙橋駅近く、閑静な住宅街の隠れ家、新宿駅まで2駅3分,地下鉄新宿線曙橋駅から徒歩3分の、閑静な住宅街に位置する隠れ家的ホテルで、新宿駅まで2駅3分。全室禁煙ルームで、明るく温かみのあるお部屋でごゆっくりおくつろぎいただけます。快適な一日をお過ごしいただくための自慢の朝食もご用意しております。,35.694188,139.720878,00081693,https://travel.yahoo.co.jp/00081693/
ブルガリ ホテル 東京,皇居眺望、50平米以上の客室、赤レンガの東京駅近く、ブルガリのタッチと日本の職人芸,皇居を眺望でき、50平米以上の広さを誇る各客室からは東京のパノラマが広がるブルガリ ホテル 東京は、東京ミッドタウン八重洲の40-45階に位置しています。東京駅や金融街の日本橋、ブランド旗艦店が並ぶ銀座エリアへも近い立地です。ブルガリ独自のタッチと日本の職人技が生み出す上質な空間で、ゆっくりとお過ごしいただけます。,35.679612,139.769261,00003044,https://travel.yahoo.co.jp/00003044/
ホテルリブマックスBUDGET新橋,長期滞在も安心、自由に選べる部屋と充実の設備で快適な滞在,新橋駅から徒歩8分のビジネスホテルです。東京や新宿、お台場へのアクセスも良好で、連泊や出張での長期滞在にも適しています。コインランドリーや自動販売機を設置し、フロントでは体温計やスチームアイロン、携帯充電器などもご用意しております。シングルルームから広めのデラックスルーム、福祉対応可能なタイプまで、お客様の目的に合わせたお部屋でお寛ぎいただけます。,35.661108,139.754525,00900346,https://travel.yahoo.co.jp/00900346/
三交インGrande東京浜松町,都心3分、羽田直結、上質空間で贅沢な時間,交通至便な立地に位置する宿は、JR浜松町駅や地下鉄大門駅から徒歩3分、品川や東京まで3駅6分と、ビジネスやレジャーに最適です。また、東京モノレールで羽田空港への直結も可能です。全客室にはバス・トイレ・洗面台がセパレートタイプで、全米シェアNo.1のSarta社製ベッドを採用。個別空調や空冷蔵庫も完備し、上質な空間で贅沢な時間を過ごせます。1FにはS-cafeがあり、和食をメインにしたバラエティ豊かな朝食メニューを提供。Wi-Fiも完備しており、快適な滞在をお約束します。,35.654202,139.754633,00081222,https://travel.yahoo.co.jp/00081222/
変なホテル東京　浅草橋,人型ロボットの出迎え、衣服リフレッシュ、観光ビジネスの拠点,東京スカイツリーパートナーホテルの「変なホテル東京 浅草橋」は、浅草橋駅から徒歩3分という好立地に位置し、羽田空港からもアクセスが容易です。観光やビジネスの拠点として最適なロケーションで、秋葉原・浅草エリアにも近いです。最先端の人型ロボットがお客様をお出迎えし、非対面チェックインを提供します。また、衣服のニオイやしわをリフレッシュできるクリーニングマシン「LGスタイラー」設置の部屋もご用意しております。大人3名様までご利用頂けるソファベッドとセパレートタイプの浴室で、ゆっくりとお寛ぎいただけます。1階の「GANGA」では、和食とインド料理のブッフェ形式の朝食をお楽しみいただけます。,35.697078,139.784761,00082237,https://travel.yahoo.co.jp/00082237/
ノーガホテル 秋葉原 東京 (NOHGA HOTEL),秋葉原の交錯するカルチャーと触れ合う旅,東京・秋葉原の中心部に位置する、日本カルチャーの発信地。クリエイティビティ溢れるモノづくりや音楽、食のバトンをつなぐ街で、サブカルチャーやアートの交錯が生み出す独特なエネルギーに触れる体験が待っています。その多様性とエネルギーが融合する秋葉原は、アクティブな旅の拠点として無限の可能性を秘めています。,35.700925,139.770705,00002746,https://travel.yahoo.co.jp/00002746/
ホテルリブマックス浅草橋駅北口,長期滞在に安心、Wi-Fiと清浄機完備の快適空間,長期滞在の方にも安心の設備を揃えた宿です。電子レンジやコインランドリー、お飲み物の自動販売機（アルコールも販売）があります。客室にはWi-Fiや空気清浄機が完備されており、快適な滞在を提供します。また、最大4人まで宿泊可能な客室もあり、グループでの滞在にも適しています。,35.698858,139.78748,00903169,https://travel.yahoo.co.jp/00903169/
高濃度炭酸泉 演舞の湯 スーパーホテル新宿歌舞伎町,歌舞伎町の静寂、ワイドベッドで深夜も安眠、有機野菜と地元メニューの朝食,新宿歌舞伎町のホテルで、新宿駅からは東京・渋谷・池袋へ乗換なしでアクセス可能です。高濃度人工炭酸泉は疲労回復・代謝促進・睡眠改善などの効能があり、1日の疲れを癒します。また、150cm幅のダブルサイズのワイドベッドでぐっすり休むことができ、毎朝焼きたてパンや有機JAS認定の野菜サラダ、日替わりご当地メニューなどをビュッフェ形式で楽しむことができます。,35.697035,139.702308,00906012,https://travel.yahoo.co.jp/00906012/
ホテルビスタ東京［築地］,和モダンな空間、都会の喧騒を忘れる癒しの笑顔,東京メトロ日比谷線・都営浅草線「東銀座駅」から徒歩3分、羽田空港から直通電車で約40分と、交通アクセス抜群の立地にあるホテルビスタ。周辺には「築地場外市場」や「歌舞伎座」、「新橋演舞場」が徒歩圏内で、銀座散策や観光地へのアクセスも容易です。一歩足を踏み入れると、都会の喧騒を忘れさせる落ち着いた雰囲気のロビーと、癒しの笑顔でお迎えするホテルスタッフが待っています。和モダンをCOOLに演出したホテルビスタは、ワンランク上のホテルステイを提供し、旅のクオリティを創造します。,35.666821,139.768401,00081943,https://travel.yahoo.co.jp/00081943/
ヴィラフォンテーヌ東京九段下｜住友不動産,神保町駅から3分、シックな内装のスタイリッシュホテル,交通至便な立地にあるスタイリッシュな宿。神保町駅から徒歩3分、東京ドームや日本武道館へも歩いてアクセス可能です。ブルーグレーを基調としたシックな客室は、ワイドベッドを完備し、快適性と機能性を両立。上質なくつろぎをお約束します。また、こだわりの小麦と天然酵母で仕上げた風味豊かなパン、素材の旨味を感じられるスープ、香り高いオリジナルブレンドのコーヒーを提供。美味しさにこだわった朝食で、素敵な一日の始まりをお迎えいただけます。,35.697773,139.754553,00080634,https://travel.yahoo.co.jp/00080634/
スーパーホテル東京・日本橋三越前,心尽くしのおもてなし、ダブルベッドで深眠、朝食は焼きたてパンと有機サラダ,東京の交通至便な地の宿は、ビジネスの拠点として最適です。無料の朝食にはオーガニックサラダや特別栽培米を使用したご飯があり、お客様から大変好評をいただいています。また、スタンダードルームには150cm幅のダブルサイズのワイドベッドがあり、ぐっすりとお休みいただけます。焼きたてパンや有機JAS認定野菜サラダ、日替わりメニューをビュッフェ形式でご用意しております。,35.687598,139.778811,00906030,https://travel.yahoo.co.jp/00906030/
ホテルモントレ　ラ・スール　ギンザ,ヨーロッパの伝統と優雅さ、中世の王のような滞在,有楽町駅から徒歩6分、銀座一丁目駅から徒歩1分。銀座の中通りに佇む小粋なホテル。パリのアパルトマンを訪れたような客室は非日常感たっぷり。ショッピングや観劇を楽しんだあとは自分のお部屋のようにお寛ぎください。ご朝食は明るい光が降り注ぐアットホームなレストランにて、健康的なアメリカンブレックファストをお召し上がりいただけます。,35.67384,139.769348,00000196,https://travel.yahoo.co.jp/00000196/
アパホテル〈東新宿 歌舞伎町東〉,東新宿駅から3分、歌舞伎町近く、全室50型大型液晶テレビ完備,交通至便な立地に新築オープンした宿は、東京メトロ副都心線・都営大江戸線「東新宿」駅から徒歩3分、新宿駅まで徒歩圏内で都内アクセスも良好です。全室に50型大型液晶テレビと充電用USB2.0コンセントを完備し、ビジネスニーズにも対応。チェックイン手続きはスムーズで、エクスプレスチェックアウトポストでストレスなく簡単にチェックアウトが可能です。朝食は徒歩1分の「しゃぶ茶房」で、和・洋の3種類からお好きな定食をお選びいただけ、ご飯、味噌汁、スープ、ドリンクはおかわり自由です。,35.698002,139.705208,00081260,https://travel.yahoo.co.jp/00081260/
イチホテル東京八丁堀,八丁堀駅徒歩1分、東京駅・舞浜駅へ好アクセス、水を感じる新しい空間で心を解放,八丁堀駅から徒歩1分の好立地に位置するイチホテル東京八丁堀は、東京駅まで1駅、銀座、六本木、上野駅まで乗換え無しと、ビジネスや観光に最適なアクセスを誇ります。客室は11.9平米?12.32平米の広さで、1400mm幅のベッドが設置され、快適な滞在を約束します。また、朝食には国産の小麦や原料を使用したパンや、20種類のスパイスシーフードカレーなど、ハラル認証を得ている食材も取り揃えております。お部屋での食事も可能で、ゆっくりとした朝食をお楽しみいただけます。,35.675016,139.778666,00082016,https://travel.yahoo.co.jp/00082016/
ダイワロイネットホテル東京京橋 PREMIER,地下鉄京橋駅徒歩1分、歴史と文化が交じり合う落ち着きのある空間,ターミナル駅である東京から徒歩圏内、地下鉄京橋駅から徒歩1分の好立地にあります。中央通りに面しており、銀座や日本橋へも徒歩でお出かけいただけます。歴史と文化が交じり合う京橋に落ち着きのあるシックな外観で、上品な空間でお客様をお迎えいたします。,35.677356,139.770954,00081982,https://travel.yahoo.co.jp/00081982/
アパホテル〈神田駅東〉,4駅6路線利用可能、東京駅から1駅、ビジネス・観光に最適,東京駅から1駅の便利な立地に位置する宿では、ビジネスや観光に最適な環境を提供しております。様々なタイプのお部屋をご用意し、シングルルームからダブルルーム、デラックスツインルームまで、滞在スタイルに合わせてお選びいただけます。全客室にはアパホテルと米国シーリー社との共同開発「Cloud Fit」を採用し、快適な寝心地を約束します。また、自動精算機やエクスプレスチェックアウトポストを導入し、スムーズなチェックイン・チェックアウトを実現しております。さらに、朝食からランチまで楽しめるWHIZ CAFEも併設しており、食事も充実しています。,35.692077,139.775153,00080799,https://travel.yahoo.co.jp/00080799/
東急ステイ渋谷,渋谷近く、広々とした部屋でリラックス、中長期滞在も快適,渋谷駅から徒歩10分、神泉駅からはわずか3分という利便性の高い立地にある宿。広々とした客室には洗濯乾燥機や電子レンジが設置され、連泊や中長期滞在にも適しています。一部のお部屋にはミニキッチンや調理器具も完備。ビジネスシーンにも対応し、24時間対応のフロント、無料Wi-Fi、加湿空気清浄機、ズボンプレッサーなどの設備が整っています。また、30平米の広さを誇るお部屋はファミリーや女子会にもおすすめ。朝食は和洋ビュッフェ形式で、30種類以上のメニューを楽しむことができます。,35.655519,139.693563,00081491,https://travel.yahoo.co.jp/00081491/
渋谷グランベルホテル,都会の隠れ家、洗練されたデザイン空間で寛ぎを,渋谷駅西口から徒歩約3分の好立地に位置する当ホテルは、ビジネスからレジャー、ショッピングにも便利な隠れ家的デザインホテルです。喧騒から一歩離れた静寂な空間で、シンプルな設備に最大限のアイディアを活かしたシングルルームからメゾネットタイプのスイートルームまで、こだわりのインテリアと寛ぎの空間を提供しております。また、ホテル内にはフレンチから日本料理まで幅広い経験を持つ料理長が腕を振るう隠れ家的レストランもございます。都会の喧騒から離れ、落ち着いた時間をお過ごしいただけます。,35.656286,139.701587,00080864,https://travel.yahoo.co.jp/00080864/
変なホテル東京　浜松町,浜松町の快眠ホテル、ロボット&テクノロジーが癒やしを提供,東京タワーが見えるお部屋で、ソファベッドを展開して3台のベッドでご利用いただけます。浜松町の立地は、東京・渋谷・新宿・池袋、羽田空港へのアクセスが抜群で、ビジネスや観光に最適です。「快眠と健康」をテーマに、先進技術を導入した心地よい癒やしを提供します。世界最先端のロボット&テクノロジーが、ホスピタリティにあふれた快適な滞在を演出します。全室には衣類の消臭・除菌ができる「LGスタイラー」を完備。朝食には、新感覚のつけ蕎麦「つけ蕎麦満天」のアレンジ朝食や、東京野菜を中心とした健康朝食をお楽しみいただけます。,35.657414,139.756409,00082244,https://travel.yahoo.co.jp/00082244/
オークウッドプレミア東京（ホテル＆サービスアパートメント）,東京駅隣接、ラグジュアリーな暮らし体験、高いセキュリティとプライバシー,東京駅にほど近いこの立地は、東京のビジネス街や人気観光地、ショッピングエリアにも短時間でアクセス可能であり、便利さが魅力です。ビル内には羽田空港や成田国際空港へのリムジンバスターミナルも完備。この場所から、都市生活を満喫できます。滞在者だけが利用できるレジデンツラウンジでは、昼は読書や仕事、夜は都心の夜景を見ながらドリンクを楽しめます。また、全室にはキッチンや洗濯乾燥機が備えられており、一泊だけでなく長期滞在にも適しています。高級感溢れる客室はシンプルかつ洗練されたデザインで、フルキッチンや高速インターネットなどが完備されており、ビジネスや旅行に最適です。,35.682286,139.769815,00002283,https://travel.yahoo.co.jp/00002283/
アパホテル〈東新宿歌舞伎町タワー〉,新宿駅近、機能性追求の全室禁煙タワー型ホテルで都会を満喫,交通至便な立地にある当ホテルは、JR「新宿駅」から徒歩10分、東京メトロ副都心線、都営大江戸線｢東新宿駅｣からは徒歩4分とアクセス抜群です。客室はコンパクトながらも機能性を追求し、ベッド下の収納スペースや枕元の4つのコンセント、デスク上のユニバーサルコンセントなど、ビジネスニーズに対応した設備を備えています。また、全室禁煙で大浴場付きと快適な滞在を提供します。自動チェックイン機によりスムーズなチェックインが可能で、朝食は6時30分からの和洋バイキングをご用意しております。,35.6979,139.703802,00082069,https://travel.yahoo.co.jp/00082069/
東急ステイ新宿,新宿の交差点で、グルメと文化を楽しみ、落ち着いた滞在を,新宿三丁目に位置する当ホテルは、和洋中の飲食店や百貨店、映画館、新宿末廣亭や新宿御苑がすぐそばにあり、ビジネスや観光の拠点として最適です。シンプルで落ち着いた雰囲気の客室は、洗濯乾燥機やミニキッチン、電子レンジなどを備え、長期滞在でも快適に過ごせます。24時間対応のフロントと優れたセキュリティで、一人でも女性でも安心して宿泊できます。無料Wi-Fiや加湿空気清浄機、ズボンプレッサーなどの設備も充実しています。朝食は1Fの「371BAR」で、和洋折衷のビュッフェを提供しており、アクティブな一日の始まりを演出します。,35.690843,139.706213,00081489,https://travel.yahoo.co.jp/00081489/
ザ ロイヤルパーク キャンバス 銀座８,自由に自分色に、新しい出会いと体験の場所,交通至便なロケーションに位置する「キャンバス」は、自由に自分色にご利用いただける新しいスタイルのホテルです。快適な客室と共に、2Fキャンバスラウンジではワーキングスペースやリラクゼーションに適したソファーをご用意。また、キャンバスキッチンではお食事やミーティングに対応し、電子レンジや製氷機も完備。さらに、ミュージックライブラリーも設けており、季節に応じたイベントや装飾も行っています。最上階14階には、テラス付の開放的な空間が広がり、星付店舗のオーナーシェフ・生井祐介氏が監修するモダンシーフードグリルのメニューを楽しむことができます。,35.668261,139.762405,00081772,https://travel.yahoo.co.jp/00081772/
ウェスティンホテル東京,恵比寿の丘、ヨーロピアンクラシック、VIP待遇、癒しのひととき、恵比寿スカイウォーク7分,閑静で高級感のある恵比寿の複合施設に位置するハイクラスホテル。館内はヨーロッパスタイルの優雅な空間。広々とした客室からは東京タワーやレインボーブリッジをはじめ、様々な東京の景観をお楽しみいただけます。エレガントなロココ様式のフランス料理、宮殿のような雰囲気の中で味わう本格広東料理、特製の恵比寿牛を提供する鉄板焼きなど、各国の美食を味わう卓越したレストランをご用意。高級感あふれるフィットネス＆スパも備えております。,35.641584,139.715418,00000239,https://travel.yahoo.co.jp/00000239/
京王プレッソイン東京駅八重洲,東京駅3分、丸の内大手町銀座日本橋徒歩圏、ダブルベッドで快適な泊まり心地,JR東京駅八重洲中央口から徒歩3分、地下鉄京橋駅・室町駅も利用可能で、丸の内・大手町のビジネス街や銀座・日本橋の観光地も徒歩圏内の好立地に位置しています。客室にはダブルベッドを採用し、携帯電話・スマートフォン用USBポートやセーフティボックスを設置し、使いやすさにこだわった設備が整っています。また、コインランドリーやアイロン、電子レンジ、加湿機能付空気清浄機などの設備も充実しており、連泊でも安心してご利用いただけます。さらに、朝食は無料で提供され、パンやカレーライス、白だし茶漬けなどのメニューをお楽しみいただけます。,35.678869,139.769953,00081294,https://travel.yahoo.co.jp/00081294/
メルキュール東京銀座,フランス風洗練と安心、都会の喧騒を忘れて,洗練とモダンが融合したフレンチスタイルで、国際色豊かなゲストを魅了しています。銀座の中心にありながら都会の喧騒を忘れる落ち着いた環境で、宿泊者一人ひとりに丁寧なサービスを提供します。館内には気軽に楽しめるビストロがあり、フランス風の美味しい朝食が評判です。内装は海外のブティックのような洗練されたデザインで、銀座の街をモチーフにしたアートが空間を彩ります。心地よい21平米の客室は、落ち着いた色彩と充実した収納スペースで機能性もバツグンです。都会の喧騒から離れた特別な時間を過ごしませんか。,35.672876,139.768454,00000862,https://travel.yahoo.co.jp/00000862/
銀座国際ホテル,銀座の中心で、交通至便と快適な設備でビジネスも観光も充実,交通至便の立地が魅力のホテルで、JR新橋駅から徒歩3分、東京メトロ銀座線新橋駅から徒歩2分とビジネス、レジャーの拠点に最適です。ホテルを出れば、銀座のきらびやかな街並みが広がっています。ユニットバス付きのスタンダードなシングルルームは、大きめのデスクがあり、テレワークにもおすすめです。また、インターネット接続は無料で、客室内WIFIも利用可能です。,35.668002,139.76042,00901373,https://travel.yahoo.co.jp/00901373/
目黒ホリックホテル（旧ホテルレオン目黒）（2020年3月16日リブランドオー プン）,全室WiFi完備、落ち着きと居心地の良さを兼ね備えた空間,目黒駅西口から徒歩3分の好立地にある当宿は、全室無料Wi-Fi完備で観光やビジネスに最適です。渋谷・六本木・品川へのアクセスが良く、中目黒や自由が丘、白金台などの魅力ある街も近く、落ち着いたプライベート空間で居心地の良い滞在がお楽しみいただけます。快適さと利便性を兼ね備えた当宿で、ぜひくつろぎのひとときをお過ごしください。,35.632359,139.689693,00081922,https://travel.yahoo.co.jp/00081922/
秋葉原ワシントンホテル,秋葉原電気街隣接、都内アクセス抜群、ビジネス観光ショッピングの拠点,秋葉原ワシントンホテルは、世界的に知られる秋葉原電気街・ITセンター街に隣接し、都内各所へのアクセスが容易な立地にあります。JR秋葉原駅から徒歩1分という利便性は、ビジネスや観光、ショッピングの拠点として最適です。機能性と安らぎを兼ね備えた9タイプのゲストルームは、特色のある鉄道ルームやレディースフロアールームを含み、全室でインターネットが利用可能です。また、ホテルキッチンで手作りされる約40種の和洋食を提供し、お好みの料理をお好みの量でお召し上がりいただけます。,35.697269,139.773744,00080293,https://travel.yahoo.co.jp/00080293/
スマイルホテル東京日本橋,選べる朝食と快適なベッド、都心のホテルステイを満喫,東京タワーや日本武道館、銀座へのアクセスが便利な立地のホテルです。周辺には多くの飲食店があり、隣接するコンビニエンスストアも利用可能です。館内には電子レンジやコインランドリーなどの設備が整っており、朝食は5種類のプレートメニューから選べます。客室には加湿空気清浄機と全米ホテルベッドシェアNo.1のベッドメーカーSerta社のポケットコイルマットレスを採用しており、快適な滞在をお約束します。,35.679064,139.779849,00901199,https://travel.yahoo.co.jp/00901199/
アパホテル〈八丁堀駅南〉,八丁堀駅2分、全室ダブルベッド、地球環境に配慮した設備,JR京葉線・東京メトロ日比谷線「八丁堀駅」徒歩2分の立地で、舞浜駅や東京駅へのアクセスも良好。全室にダブルベッドと32型液晶テレビを完備し、エレベーターセキュリティシステムで安心・快適な空間を提供。地球環境にも配慮した施設で、ビジネス・レジャーどちらにも適しています。,35.673128,139.775492,00080714,https://travel.yahoo.co.jp/00080714/
アパホテル〈人形町駅北〉,古き良き人形町、観光の拠点に最適、空港へ乗り換えなし,人形町にあるホテルは、日本の古き良き街並みが楽しめます。徒歩圏内に明治座があり、静かなビジネス街でゆっくりお過ごしいただけます。銀座・浅草・六本木・舞浜などの観光拠点に最適で、羽田空港・成田空港へのアクセスも乗り換えなしで抜群です。,35.688249,139.781635,00080712,https://travel.yahoo.co.jp/00080712/
